snp1	snp2	snp3	snp4	snp5	snp6	snp7	snp8	snp9	snp10	snp11	snp12	snp13	snp14	snp15	snp16	snp17	snp18	snp19	snp20	snp21	snp22	snp23	snp24	snp25	snp26	snp27	snp28	snp29	snp30	snp31	snp32	snp33	snp34	snp35	snp36	snp37	snp38	snp39	snp40	snp41	snp42	snp43	snp44	snp45	snp46	snp47	snp48	snp49	snp50
-0.004757	0.005964	0.00404	0.000392	0.002714	0.005868	-0.002985	0.000531	-0.007536	-0.001675	0.144251	1.0	0.131658	0.15217	0.185109	0.001605	0.00741	-0.00797	-0.005194	0.004012	-0.004025	-0.008683	-0.005916	-0.002942	-0.002549	-0.004484	-0.003929	-0.006892	0.000127	-0.002152	-0.001423	-0.008061	0.000408	0.004184	-0.002123	-0.009621	-0.004176	0.000518	-0.006857	-0.000367	0.004503	0.004317	-0.001044	-0.006739	0.004405	-0.002897	0.012466	0.002447	-0.004331	0.007259
0.003841	0.000689	-0.002227	0.008714	-0.006341	0.001076	0.00623	0.001256	-0.00122	0.00278	0.127818	0.131658	1.0	0.11795	0.136759	0.00211	-0.002837	-0.001073	0.000139	0.002241	0.001202	0.001062	0.00131	-0.000947	-0.000583	0.00041	0.000427	0.002144	0.002276	-0.002279	-0.002506	0.000741	-0.002564	-0.001775	0.002476	-0.001344	0.000689	-0.005283	0.000627	0.006826	-0.006523	0.004764	-0.007341	-0.006598	0.00452	0.000532	-0.007042	0.00097	0.003386	-0.005829
0.006307	0.000249	0.004767	0.002625	-0.009646	0.00319	0.005099	-0.003455	-0.005127	0.002892	0.133688	0.15217	0.11795	1.0	0.146368	-0.006921	-0.000133	-0.000942	0.001039	0.000257	-0.002268	-0.001506	-0.001829	0.003707	0.002637	0.001117	-0.003295	-3.2e-05	0.002893	0.003717	0.00304	-0.001219	-0.001065	0.004018	0.002738	-0.007211	0.001284	-0.003045	0.003623	0.005193	-0.002392	-0.002723	-0.002472	-0.003099	0.001082	0.003476	0.010641	0.004281	0.009672	0.002362
0.002156	-0.000301	0.007401	-0.000875	-0.002405	-0.002991	-0.001516	-0.002419	-0.00424	0.005429	0.150252	0.185109	0.136759	0.146368	1.0	-0.006996	-0.000386	0.006987	0.003459	0.012052	0.00941	0.005817	0.008543	0.003055	0.002684	0.004038	0.010747	0.004617	0.012107	0.002901	0.003839	0.005238	-0.000236	0.003802	0.005091	0.000489	0.000913	-0.004307	0.000229	0.0046	-0.000726	0.01009	0.004502	0.002365	0.000211	0.000644	0.002356	-0.001665	0.004378	0.001511
0.002002	0.008838	-0.001396	0.000811	0.008315	0.004261	-0.002853	0.001403	-0.002747	-0.004084	0.00235	0.001605	0.00211	-0.006921	-0.006996	1.0	0.151699	0.001349	-0.003073	-0.000899	-0.005432	-0.000592	-0.000908	2.2e-05	-0.002335	-0.001655	-0.002638	-0.001801	-0.003177	-0.001019	-0.001281	-0.000135	0.186423	0.196104	0.19399	0.002998	0.00704	-0.000499	-0.001715	0.004616	0.002966	-0.00187	-0.003783	0.007267	0.007658	-0.002763	-0.003314	-0.011706	-0.007292	-0.005177
0.003008	0.004857	0.004671	0.0025	0.00234	0.006471	-0.002275	-0.000818	0.003094	0.003651	-0.003237	0.00741	-0.002837	-0.000133	-0.000386	0.151699	1.0	-0.002153	0.000999	0.002913	-0.001704	-0.003714	-0.001612	0.001089	0.001175	0.000558	-0.000363	-4.5e-05	0.001811	-0.00047	-0.000819	-0.003154	0.158828	0.151754	0.155914	0.006369	-0.000926	-0.001497	0.000828	0.00699	-0.001495	0.003168	0.00389	0.005543	0.001673	0.004825	0.000207	-0.000551	-0.004732	-0.003234
0.001269	0.006574	0.000373	-0.0018	-0.00685	0.001686	0.000167	-0.002466	0.004703	0.001314	0.001177	-0.00797	-0.001073	-0.000942	0.006987	0.001349	-0.002153	1.0	0.686043	0.639378	0.82785	0.891095	0.942087	0.611361	0.660813	0.681585	0.825898	0.718555	0.580803	0.590212	0.566468	0.877129	-0.002534	-0.005486	0.005673	0.002656	-3e-05	-0.003448	-0.001602	-0.002414	0.000773	-0.006008	-0.001219	-0.006748	-0.003605	-0.004963	0.003076	0.000734	0.007135	0.00465
-0.001885	0.00247	-0.000405	0.002261	-0.008929	0.001913	-0.000103	-0.003791	0.006947	-0.002067	0.006386	-0.005194	0.000139	0.001039	0.003459	-0.003073	0.000999	0.686043	1.0	0.44275	0.571579	0.769936	0.648663	0.890686	0.958766	0.971955	0.569924	0.951245	0.402274	0.861256	0.824342	0.783163	-0.002136	-0.004084	0.001886	0.007113	0.00203	-0.000273	0.003701	-0.001842	0.001855	0.003875	0.003566	-0.001244	-0.001164	-0.005401	-0.003522	0.001791	0.00241	-0.000896
-0.00128	0.007842	0.000753	-0.006688	-0.000551	-0.004655	0.001773	0.001436	0.000915	0.001037	0.005833	0.004012	0.002241	0.000257	0.012052	-0.000899	0.002913	0.639378	0.44275	1.0	0.771969	0.572287	0.676442	0.39541	0.426741	0.440136	0.773687	0.463383	0.907889	0.381326	0.36515	0.563128	0.00122	-0.001445	0.000617	0.001289	-0.000256	-0.002251	0.00196	0.006776	-0.001281	-0.00135	0.004509	-0.003933	-0.000543	-0.001839	0.002705	-0.001911	0.007947	0.003773
-0.000961	0.005701	-0.001217	-0.001823	0.000977	-0.002907	-6e-05	-0.004059	0.000582	0.000936	0.001634	-0.004025	0.001202	-0.002268	0.00941	-0.005432	-0.001704	0.82785	0.571579	0.771969	1.0	0.739405	0.876612	0.509834	0.55045	0.567145	0.96743	0.597856	0.70068	0.492114	0.471567	0.728379	-0.002761	-0.006653	-0.000339	-0.002549	0.002291	-0.003502	-4.8e-05	-0.003069	-0.002969	-0.002552	0.000564	-0.007643	-0.003938	-0.003155	0.003172	-0.003142	0.006992	0.001192
0.00303	0.006392	0.000347	-1.2e-05	-0.007267	0.002029	-0.001331	-0.002005	0.006105	-0.000727	0.000974	-0.008683	0.001062	-0.001506	0.005817	-0.000592	-0.003714	0.891095	0.769936	0.572287	0.739405	1.0	0.84187	0.685838	0.741391	0.765211	0.737449	0.807017	0.519311	0.662273	0.635027	0.96632	-0.001675	-0.003296	0.005953	0.004731	-0.000377	-0.000954	-0.002558	-0.001791	-0.00046	-0.001498	0.001504	-0.003928	0.00045	-0.005858	-0.000418	-0.002175	0.004049	0.003078
-0.000273	0.005248	0.000558	-0.001457	-0.002441	0.001107	-0.001019	-0.005798	0.002946	0.000182	0.002214	-0.005916	0.00131	-0.001829	0.008543	-0.000908	-0.001612	0.942087	0.648663	0.676442	0.876612	0.84187	1.0	0.578888	0.62527	0.644453	0.874707	0.679161	0.614568	0.558622	0.535849	0.82912	-0.001172	-0.004354	0.003079	0.000693	-0.000224	-0.00376	-0.00367	-0.004743	-0.000606	-0.002216	-0.00149	-0.007982	-0.004535	-0.006379	0.003424	0.000461	0.006011	0.003797
-0.002561	0.003866	-0.001442	0.003609	-0.009554	0.003443	0.00071	-0.002286	0.005353	-0.000165	0.006611	-0.002942	-0.000947	0.003707	0.003055	2.2e-05	0.001089	0.611361	0.890686	0.39541	0.509834	0.685838	0.578888	1.0	0.923611	0.896599	0.508735	0.850411	0.358895	0.959314	0.925126	0.697674	-0.005101	-0.000552	-0.000923	0.010158	0.00499	-0.00011	0.006256	-0.004306	-0.000515	0.002705	0.006037	-0.00116	-0.001241	-0.003041	-0.003747	0.001865	-0.000794	-0.001765
-0.002133	0.00176	-0.001131	0.001899	-0.010424	0.002394	0.000839	-0.002836	0.006321	-0.000971	0.006509	-0.002549	-0.000583	0.002637	0.002684	-0.002335	0.001175	0.660813	0.958766	0.426741	0.55045	0.741391	0.62527	0.923611	1.0	0.962965	0.54903	0.919732	0.3876	0.893245	0.855412	0.754231	-0.001204	-0.0029	0.001033	0.010005	0.004215	-0.000245	0.00427	-0.004004	0.003712	0.003135	0.004436	-0.000992	-0.002824	-0.00278	-0.003567	0.001424	0.00139	-0.00048
-0.00243	0.00254	-0.001133	0.002616	-0.011036	0.002309	-0.000185	-0.003396	0.007398	-0.001879	0.006113	-0.004484	0.00041	0.001117	0.004038	-0.001655	0.000558	0.681585	0.971955	0.440136	0.567145	0.765211	0.644453	0.896599	0.962965	1.0	0.5654	0.946083	0.400047	0.866939	0.830064	0.777936	-0.002324	-0.003384	0.00221	0.008247	0.002073	-0.000112	0.004604	-0.002237	0.003405	0.003694	0.004252	-0.001598	-0.001659	-0.00423	-0.003583	0.00074	0.002249	-0.001293
-0.002946	0.007398	-0.000699	-0.003947	-0.00063	-0.001721	0.002916	-0.00365	0.002272	0.002853	0.003986	-0.003929	0.000427	-0.003295	0.010747	-0.002638	-0.000363	0.825898	0.569924	0.773687	0.96743	0.737449	0.874707	0.508735	0.54903	0.5654	1.0	0.596259	0.702312	0.490853	0.470608	0.726606	-0.004001	-0.005714	-0.000457	-0.000807	0.003755	-0.002494	-0.000143	-0.002617	-0.002684	-0.002762	0.000367	-0.007312	-0.001937	-0.003107	0.003127	-0.00178	0.004593	0.002137
-0.00056	0.002335	-0.002016	0.001095	-0.01099	0.002283	-0.000805	-0.00355	0.007097	-0.003008	0.006669	-0.006892	0.002144	-3.2e-05	0.004617	-0.001801	-4.5e-05	0.718555	0.951245	0.463383	0.597856	0.807017	0.679161	0.850411	0.919732	0.946083	0.596259	1.0	0.421109	0.822277	0.787271	0.820121	-0.001953	-0.002647	0.001181	0.006674	0.002702	7.2e-05	0.001441	-0.0004	0.00334	0.004123	0.005102	-0.000611	0.000415	-0.005094	-0.004263	0.000541	0.003613	-0.00106
0.00056	0.009365	-0.001942	-0.00485	0.000673	-0.005808	0.001603	0.000936	0.000283	-0.002708	0.003533	0.000127	0.002276	0.002893	0.012107	-0.003177	0.001811	0.580803	0.402274	0.907889	0.70068	0.519311	0.614568	0.358895	0.3876	0.400047	0.702312	0.421109	1.0	0.346397	0.33146	0.510942	-3.1e-05	-0.002319	0.000894	0.00053	-0.000813	-0.006107	0.00191	0.00223	0.000319	-0.002271	0.006085	-0.002073	0.002037	-0.003132	0.002352	-0.002979	0.005191	0.002512
-0.001892	0.00431	-0.000738	0.004553	-0.0087	0.002108	0.001268	-0.002026	0.007804	-0.000808	0.006608	-0.002152	-0.002279	0.003717	0.002901	-0.001019	-0.00047	0.590212	0.861256	0.381326	0.492114	0.662273	0.558622	0.959314	0.893245	0.866939	0.490853	0.822277	0.346397	1.0	0.954048	0.673656	-0.0051	-0.003107	-0.001104	0.010585	0.006427	0.000797	0.006564	-0.00113	-0.001273	0.002516	0.003732	-0.001535	-0.002685	-0.002303	-0.003718	0.001809	-0.000195	-0.001108
-0.000869	0.00652	-0.000883	0.001723	-0.007509	0.001121	0.002932	-0.001653	0.006539	-0.001282	0.005752	-0.001423	-0.002506	0.00304	0.003839	-0.001281	-0.000819	0.566468	0.824342	0.36515	0.471567	0.635027	0.535849	0.925126	0.855412	0.830064	0.470608	0.787271	0.33146	0.954048	1.0	0.64599	-0.00501	-9.9e-05	0.001977	0.007897	0.005486	0.001577	0.005136	-0.004761	-0.001016	0.002644	0.003229	-0.000102	-0.003027	-0.002671	-0.002264	0.003812	0.000424	0.001951
0.002005	0.005021	0.000571	0.001326	-0.008327	0.000857	-0.000553	-0.002126	0.007331	-0.000389	0.00078	-0.008061	0.000741	-0.001219	0.005238	-0.000135	-0.003154	0.877129	0.783163	0.563128	0.728379	0.96632	0.82912	0.697674	0.754231	0.777936	0.726606	0.820121	0.510942	0.673656	0.64599	1.0	-0.001621	-0.001644	0.005439	0.004313	0.000507	-0.000274	-0.00187	-0.001705	0.000534	-0.000477	0.002338	-0.003242	0.00174	-0.006181	-0.000723	-0.002814	0.003317	0.003261
0.001899	0.001678	-0.004516	0.001883	-0.000329	0.001332	-0.00813	-0.000695	-0.002383	0.000778	-0.001148	0.000408	-0.002564	-0.001065	-0.000236	0.186423	0.158828	-0.002534	-0.002136	0.00122	-0.002761	-0.001675	-0.001172	-0.005101	-0.001204	-0.002324	-0.004001	-0.001953	-3.1e-05	-0.0051	-0.00501	-0.001621	1.0	0.188816	0.193508	0.004037	-0.000325	-0.001172	0.002859	0.001749	-0.006135	-0.009837	0.002392	4.8e-05	-0.002503	0.006935	-0.006275	-0.003138	-5.2e-05	-0.000856
-0.004042	0.006763	-0.001352	0.006039	-0.001686	0.000533	0.003016	0.000492	-0.003876	-0.00539	0.008239	0.004184	-0.001775	0.004018	0.003802	0.196104	0.151754	-0.005486	-0.004084	-0.001445	-0.006653	-0.003296	-0.004354	-0.000552	-0.0029	-0.003384	-0.005714	-0.002647	-0.002319	-0.003107	-9.9e-05	-0.001644	0.188816	1.0	0.192319	-0.008591	-0.002259	0.000476	-0.002088	-0.00117	-0.001103	-0.00497	0.005272	0.005629	0.002295	-0.002429	-0.004096	0.006885	-0.006722	-0.012379
0.008471	0.00281	-0.001728	-0.001511	-0.008841	0.0032	-0.005884	-0.003655	-0.002059	0.004983	-0.000549	-0.002123	0.002476	0.002738	0.005091	0.19399	0.155914	0.005673	0.001886	0.000617	-0.000339	0.005953	0.003079	-0.000923	0.001033	0.00221	-0.000457	0.001181	0.000894	-0.001104	0.001977	0.005439	0.193508	0.192319	1.0	-0.004199	-0.005596	-0.002782	-0.006473	0.000188	0.005194	-0.003262	0.000192	-0.00306	0.004048	-0.005647	0.004622	-9.6e-05	-0.010262	-9e-05
-0.003696	-0.008082	0.002212	-0.00479	-0.005595	-0.003686	-0.007455	0.002781	-0.002829	0.003724	-0.001043	-0.009621	-0.001344	-0.007211	0.000489	0.002998	0.006369	0.002656	0.007113	0.001289	-0.002549	0.004731	0.000693	0.010158	0.010005	0.008247	-0.000807	0.006674	0.00053	0.010585	0.007897	0.004313	0.004037	-0.008591	-0.004199	1.0	0.15794	0.152773	0.131457	0.159334	0.005636	0.001557	-0.00362	0.003163	0.006658	-0.005949	0.005542	0.002928	0.000411	0.00433
-0.007835	-0.004501	0.00587	0.001572	0.002636	-0.005019	-0.00106	0.000541	0.003758	0.004334	0.00673	-0.004176	0.000689	0.001284	0.000913	0.00704	-0.000926	-3e-05	0.00203	-0.000256	0.002291	-0.000377	-0.000224	0.00499	0.004215	0.002073	0.003755	0.002702	-0.000813	0.006427	0.005486	0.000507	-0.000325	-0.002259	-0.005596	0.15794	1.0	0.182619	0.141714	0.179799	-0.006359	-0.000992	-0.001857	0.001653	-0.00029	-0.009323	0.003745	0.006051	0.002963	0.005452
0.001916	0.005504	-0.001507	0.00321	0.00286	0.000663	-0.003625	0.009964	0.003397	0.001287	-0.001262	0.000518	-0.005283	-0.003045	-0.004307	-0.000499	-0.001497	-0.003448	-0.000273	-0.002251	-0.003502	-0.000954	-0.00376	-0.00011	-0.000245	-0.000112	-0.002494	7.2e-05	-0.006107	0.000797	0.001577	-0.000274	-0.001172	0.000476	-0.002782	0.152773	0.182619	1.0	0.139213	0.184092	0.008122	0.006447	0.000791	0.005839	-0.002942	0.00145	0.00572	0.008057	-0.001219	0.011724
-0.007058	0.001162	0.002446	-0.00771	0.001803	-0.002171	-0.00251	0.008065	-0.005276	0.003279	-0.000339	-0.006857	0.000627	0.003623	0.000229	-0.001715	0.000828	-0.001602	0.003701	0.00196	-4.8e-05	-0.002558	-0.00367	0.006256	0.00427	0.004604	-0.000143	0.001441	0.00191	0.006564	0.005136	-0.00187	0.002859	-0.002088	-0.006473	0.131457	0.141714	0.139213	1.0	0.133193	0.006069	0.000526	0.007955	0.000573	0.004908	-0.002399	0.008159	0.009559	0.003444	0.002795
-0.008701	0.002339	0.00227	-0.001991	0.007191	0.004765	-0.004014	0.001344	0.003826	0.005428	0.002408	-0.000367	0.006826	0.005193	0.0046	0.004616	0.00699	-0.002414	-0.001842	0.006776	-0.003069	-0.001791	-0.004743	-0.004306	-0.004004	-0.002237	-0.002617	-0.0004	0.00223	-0.00113	-0.004761	-0.001705	0.001749	-0.00117	0.000188	0.159334	0.179799	0.184092	0.133193	1.0	0.000615	-0.001576	0.005209	-0.00113	-0.003402	-0.00104	0.007442	0.00481	-0.008245	0.002058
0.00755	0.000998	0.002995	0.006478	-0.001529	0.000412	-0.00416	-0.000991	0.005487	0.007474	0.003379	0.004503	-0.006523	-0.002392	-0.000726	0.002966	-0.001495	0.000773	0.001855	-0.001281	-0.002969	-0.00046	-0.000606	-0.000515	0.003712	0.003405	-0.002684	0.00334	0.000319	-0.001273	-0.001016	0.000534	-0.006135	-0.001103	0.005194	0.005636	-0.006359	0.008122	0.006069	0.000615	1.0	0.180864	0.175211	0.180197	0.185146	0.002899	-0.001597	0.003804	-0.001698	0.004218
0.006477	0.000638	0.000623	-0.00154	0.003777	0.00294	-0.005367	-0.003521	0.002187	0.000786	0.004174	0.004317	0.004764	-0.002723	0.01009	-0.00187	0.003168	-0.006008	0.003875	-0.00135	-0.002552	-0.001498	-0.002216	0.002705	0.003135	0.003694	-0.002762	0.004123	-0.002271	0.002516	0.002644	-0.000477	-0.009837	-0.00497	-0.003262	0.001557	-0.000992	0.006447	0.000526	-0.001576	0.180864	1.0	0.178914	0.186513	0.188975	0.000806	-0.005193	0.001317	-0.011478	-0.003364
-0.002927	0.004585	0.001919	0.003767	-0.003088	-0.003564	6e-05	0.005764	0.001786	0.006723	-0.001639	-0.001044	-0.007341	-0.002472	0.004502	-0.003783	0.00389	-0.001219	0.003566	0.004509	0.000564	0.001504	-0.00149	0.006037	0.004436	0.004252	0.000367	0.005102	0.006085	0.003732	0.003229	0.002338	0.002392	0.005272	0.000192	-0.00362	-0.001857	0.000791	0.007955	0.005209	0.175211	0.178914	1.0	0.175538	0.173471	0.002393	0.001072	0.001642	0.004216	-0.000713
0.004907	0.003198	0.000843	0.007197	-0.002249	0.001775	-0.001092	0.001283	-0.002917	0.002692	0.000631	-0.006739	-0.006598	-0.003099	0.002365	0.007267	0.005543	-0.006748	-0.001244	-0.003933	-0.007643	-0.003928	-0.007982	-0.00116	-0.000992	-0.001598	-0.007312	-0.000611	-0.002073	-0.001535	-0.000102	-0.003242	4.8e-05	0.005629	-0.00306	0.003163	0.001653	0.005839	0.000573	-0.00113	0.180197	0.186513	0.175538	1.0	0.187114	0.001206	-0.003368	0.002093	-0.001147	0.004192
0.00356	-0.000607	-0.00796	0.001904	-0.00226	0.002062	-0.00206	-0.000688	-0.003314	0.003342	-0.000998	0.004405	0.00452	0.001082	0.000211	0.007658	0.001673	-0.003605	-0.001164	-0.000543	-0.003938	0.00045	-0.004535	-0.001241	-0.002824	-0.001659	-0.001937	0.000415	0.002037	-0.002685	-0.003027	0.00174	-0.002503	0.002295	0.004048	0.006658	-0.00029	-0.002942	0.004908	-0.003402	0.185146	0.188975	0.173471	0.187114	1.0	-0.002408	0.003959	-0.001336	-0.000636	-0.001943
-0.006836	-0.006493	-0.007945	-0.008426	-0.00796	-0.002914	0.000297	0.001054	0.004405	-0.002724	-0.00287	-0.002897	0.000532	0.003476	0.000644	-0.002763	0.004825	-0.004963	-0.005401	-0.001839	-0.003155	-0.005858	-0.006379	-0.003041	-0.00278	-0.00423	-0.003107	-0.005094	-0.003132	-0.002303	-0.002671	-0.006181	0.006935	-0.002429	-0.005647	-0.005949	-0.009323	0.00145	-0.002399	-0.00104	0.002899	0.000806	0.002393	0.001206	-0.002408	1.0	0.19254	0.17032	0.180423	0.192855
-0.003955	-0.002087	-0.005998	-0.00854	-0.001364	0.003756	-0.002617	0.00352	0.000891	0.001746	0.010852	0.012466	-0.007042	0.010641	0.002356	-0.003314	0.000207	0.003076	-0.003522	0.002705	0.003172	-0.000418	0.003424	-0.003747	-0.003567	-0.003583	0.003127	-0.004263	0.002352	-0.003718	-0.002264	-0.000723	-0.006275	-0.004096	0.004622	0.005542	0.003745	0.00572	0.008159	0.007442	-0.001597	-0.005193	0.001072	-0.003368	0.003959	0.19254	1.0	0.159557	0.170158	0.18063
-0.009939	-0.000176	-0.001424	-0.008564	-0.000894	0.006027	0.002103	0.00496	-0.005002	-0.003677	-0.005001	0.002447	0.00097	0.004281	-0.001665	-0.011706	-0.000551	0.000734	0.001791	-0.001911	-0.003142	-0.002175	0.000461	0.001865	0.001424	0.00074	-0.00178	0.000541	-0.002979	0.001809	0.003812	-0.002814	-0.003138	0.006885	-9.6e-05	0.002928	0.006051	0.008057	0.009559	0.00481	0.003804	0.001317	0.001642	0.002093	-0.001336	0.17032	0.159557	1.0	0.166731	0.164752
-0.008684	-0.007251	-0.007418	-0.004879	-0.002622	0.000135	-0.00239	-0.00272	-0.002923	-0.00327	0.010249	-0.004331	0.003386	0.009672	0.004378	-0.007292	-0.004732	0.007135	0.00241	0.007947	0.006992	0.004049	0.006011	-0.000794	0.00139	0.002249	0.004593	0.003613	0.005191	-0.000195	0.000424	0.003317	-5.2e-05	-0.006722	-0.010262	0.000411	0.002963	-0.001219	0.003444	-0.008245	-0.001698	-0.011478	0.004216	-0.001147	-0.000636	0.180423	0.170158	0.166731	1.0	0.174812
-0.005806	-0.005425	-0.001302	-0.007966	-0.005728	0.000585	-0.004663	-0.001836	-0.004346	-0.001309	0.004149	0.007259	-0.005829	0.002362	0.001511	-0.005177	-0.003234	0.00465	-0.000896	0.003773	0.001192	0.003078	0.003797	-0.001765	-0.00048	-0.001293	0.002137	-0.00106	0.002512	-0.001108	0.001951	0.003261	-0.000856	-0.012379	-9e-05	0.00433	0.005452	0.011724	0.002795	0.002058	0.004218	-0.003364	-0.000713	0.004192	-0.001943	0.192855	0.18063	0.164752	0.174812	1.0
